PERSON,COUNTRY,SITE,SAMPLE,Lat,Long,WTD,pH,AMP WRI,ARC ARE,ARC DIS,ARC GIB,ARC HEM,ARC VUL,ARC FLA,ARG DEN,ASS MUS,ASS SEM,BUL IND,CEN ACU,CEN AER,CEN ECO,COR TRI,CRY SAC,CRY OVI,CYC ARC,DIF ACU,DIF GRA,DIF LAB,DIF LEI,DIF LUC,DIF OBL,EUG CIL,EUG ROT,HEL PET,HEL ROS,HEL SYL,HYA ELE,HYA PAP,HYA SUB,NEB CAR,NEB COL,NEB FLA,NEB MIL,NEB MIN,NEB PEN,NEB TIN,PAD LAG,PAR IRR,PSY GRI,PLA SPI,QUA SYM,SPHENO,TRA DEN,TRI ARC
Swindles,N. Ireland,Dead Island,DI15,54.8875,-6.5475,14,3.3,0.6,0,0.6,0,0,0,0,0,17.6,2.4,0,0,0,0,0,0.6,0,13.9,0,0,0,0,10.3,0,3,4.2,0.6,0,20.6,0,0,0,0,0,12.1,1.8,0,0,1.8,0,0,0,0,0,0,0,9.7
Lamentowicz,Poland,Zelgniowo,ZEL,53.1719,16.8701,14,3.3,0,10.1,0,0,0,0,0,0,7.4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,50.3,0,2.7,0,0,14.1,0,0,0,0.7,0,2,0,0,4.7,0,0,0,0,0,0,0,0
Charman,Faroe Is.,Masaklettar,FO 10,62.1665,-6.9,14,NA,0,0,0,0,0,0,0,6.8,10.8,1.4,0,0,0.7,0,15.5,0,0,3.4,0,0,0,0,4.7,0,15.5,12.8,0.7,3.4,6.8,0,0,0,0,0,0.7,4.7,0,0,6.8,2,0,0,0,0,2.7,0,0.7
Turner,England,Swarth Moor,SM110,54.1214,-2.2975,14,4.9,0,0,1.3,0,0,0,0,0,4,1.3,0,5.3,23.2,0,0,0,0,14.6,0,0,0,0,0,0,4,1.3,10.6,1.3,4.6,0,0,0,0,0,0,4,0,0,15.2,0,0,0,0,0,0,0,9.3
Mallon,Sweden,South,S11_1,57.1139,12.7811,14,4.2,0,0,0,0,0,0,0,0,6.5,3.9,0,0,0,0,7.2,3.3,0,25.5,0,0,0,0,0,0,9.2,8.5,0,0,5.9,20.3,0,0,0,0,0,2,2.6,0,5.2,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Mechacz,MECH2,54.3307,22.4422,14,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,3.4,0,0,2.7,61.7,0,0,0,0,0,6.7,0,0,16.1,0,0,0,0,0,0,0,0
Mitchell,Switzerland,Les Pontins,S 31    ,47.1275,6.9878,14,3.8,0,0,0,0,0,0,0,0,7.8,5.2,0.3,0,0,0,12.4,0,13.7,0.8,0,0,0,0,13.7,0,0.5,5.7,3.9,0,0,11.6,0,0,0,0,0,6.7,0,0,12.9,0,0,4.1,0.8,0,0,0,0
Mitchell,Switzerland,Les Pontins,S 32    ,47.1275,6.9878,14,3.8,0,0,0,0,0,0,1.8,0,6,0,0,0,0,0,3.9,0,11.8,0.3,0,0,0,0,21.5,0,2.9,3.7,3.4,0.3,0,12.6,0,1,0,0,0,18.3,0,0,8.9,0.3,0,0,2.6,0,0,0,0.8
Payne,Scotland,Moidach More,MOMO49,57.4487,-3.6346,14,4.7,0,0,0,0,0,0,9.2,0,19.1,3.1,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0.8,19.8,5.3,0,0,0,0,0.8,1.5,0,0,5.3,0,0,0,2.3,0,4.6,0,0
Mazei,Russia,Borok-11,b-3-2,58.0845,38.2147,14,4.1,0,24.4,0,0,0,0,20.1,0,13.9,0,2.3,0,0,0,1.1,0,0.5,0,0,0,0,0,0,0,5.8,0.1,0,0,0,4.2,11.8,0,0,0,0,8,0,0,7.8,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO38,57.4487,-3.6346,14,4.2,0,2,0,0,0,0,24.5,0,11.3,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,5.3,15.2,0,0,0,0,0,0.7,0,0,8.6,0,0,0.7,4.6,0,0,0,0
Lamentowicz,Poland,Skrzynka,SKRZ07,53.8171,17.5233,14,5.3,0,1.2,0,0,0,0,23.3,0,24.5,0.6,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,3.7,3.7,0,0,0,12.3,25.2,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO96,57.4487,-3.6346,14,5.2,0,3.5,0,0,0,0,26.7,0,12.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,0,0,1.7,11,5.8,0,0,0,0,0,0,0,0,11,0,0,0,8.1,0,0,0,0
Payne,Scotland,Moidach More,MOMO86,57.4487,-3.6346,14,5.1,0,3.1,0,0,0,0,30,0,8.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,0,0,0.6,19.4,10,0,0,0,0,0,0,0,0,4.4,0,0,0,0.6,0,0,0,0
Payne,Scotland,Moidach More,MOMO87,57.4487,-3.6346,14,5.1,0,3.9,0,0,0,0,27.7,0,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,14.2,33.5,0,0,0,0,0,0,0,0,9.7,0,0,0,1.9,0,0,0,0
Mitchell,Sweden,La Chaux-des-Breuleux,SU-7,47.2268,7.0498,14,4.6,0,0,0,0,0,0,0,0,17,9.4,1.3,1.3,0,0,1.9,0,0,0,0,0,0,1.3,0,0.6,14.5,4.4,4.4,1.9,0,20.1,3.1,0,0.6,3.1,0,0.6,0,0,0.6,0,0,11.3,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO35,57.4487,-3.6346,14,4.6,0,5.9,0,0,0,0,28.9,0,15.1,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,2,5.3,8.6,3.3,0,0,0,0,0,0,0,7.2,0,0,1.3,4.6,0,3.9,0,0
Mazei,Russia,Penza-3,p-4-5,52.9857,46.4593,14,4.6,0,0.2,0,0,0,0,0,0,12.7,0.6,0,4.7,0.8,0,0,0,0,0.3,0,0,0,0,0,0,5.6,1.3,10.2,0,0,24,5.1,0,0,6.6,0,1.1,0,0,6.6,0,0,20.1,0,0,0,0.2,0
Charman,Estonia,Mannikjarve,ES 10,58.8752,26.2479,14,NA,0,0,0,0,0,0,32.1,0,1.8,1.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,1.8,0,1.2,0,0,53.6,6.5,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
Lamentowicz,Switzerland,Mauntschas,39,46.4575,9.8561,14,4,0,0,0,0,0,0,44.4,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Jedwabna,JB02,52.6144,19.1039,14,4.7,0,0,0,0,0,0,5.1,0,0.9,4.6,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,5.1,0,0,0,0,0,71,0,0,0,0,0,0,0,4.1,0,0,6.5,0,0,0,0,0
Lamentowicz,Poland,Linje,LIN37,53.1875,18.3096,14,NA,0,2.9,0.6,0,0,0,17.1,0,1.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,1.2,0,0,20,31.8,0,0,0,0,1.2,0,0,7.6,0,0,12.4,0,0,0,0,0
Mitchell,Sweden,La Chaux-des-Breuleux,SU-16,47.2268,7.0498,14,4.7,0,0,0,0,0,0,0,0,3.3,3.3,0,0,0,0,4.2,0,0,3.3,0,0,0,0.9,0,0,10.3,2.3,10.8,2.3,0,4.2,8,0,0,11.7,0,0,0,0,8.9,0,0,23.9,0.5,0,0.9,0,0
Mitchell,Sweden,La Chaux-des-Breuleux,SU-6,47.2268,7.0498,14,4.7,0,0,0,0,0,0,0,0,6.3,3.9,0,0.8,0,0,1.6,0,0,1.6,0,0,0,0.8,0,0,22,3.1,5.5,3.9,0,6.3,3.9,0,0.8,3.1,0,0,0,0,9.4,0,0,26,0,0,0,0,0
Turner,England,Thornton Moor,ThM191,54.0964,-2.175,14,3.9,0,26.5,18.1,0,0,0,0,0,0,1.3,0,0,0,0,0.6,0,0,0.6,0,0,0,5.8,1.3,0,9,0,1.9,0,9.7,0,0,0.6,0,1.3,0.6,1.3,0,0,21.3,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Chlebowo,CHL14,52.7364,16.7569,14,4,0,0,0,0,0,0,88.4,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0.4,0,0.4,0,0,0.9,2.6,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0
Charman,England,Butterburn Flow,GB 3,55.0759,-2.5124,14,4.3,5.3,0,0,0,0,0,37.1,0,4.6,6,0,0,0,0,1.3,0,0,1.3,0,0,0,4,14.6,0,6.6,0,0,1.3,6,0,0,0,1.3,0,4.6,0,0,0,2.6,0,0,3.3,0,0,0,0,0
Payne,Scotland,Moss of Achnacree,MAC4,56.4517,-5.393,14.5,4.8,0,0,0,0,0,0,0,0,32.1,1.3,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,3.8,0,12.8,0,0,0,0,3.8,0,0,0,7.7,0,0,28.2,0,0,0,2.6,0,0,0,3.8
Charman,Finland,Kontolanrahka,FI 15,60.7837,22.7874,14.5,NA,0,0,0,0,0,0,23.1,0,0,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1.8,0,0,53.8,7.2,0,0,0,0,5.9,0,0,1.8,0,0,5,0,0,0,0,0
Mazei,Russia,Penza-35,p-6-3,53.362,46.5856,15,3.6,0,0.7,0,0,0,0,0,0,16.8,0.5,2.4,0,0.7,0,20.6,0,2.5,0,0,0,0,0,0,0,8,7.4,0,0,0,0,0,0,0,0,0,0.1,0,0,32.9,0,0,0.3,0,0,0,0,7
Swindles/Turner,Sweden,Stordalen,S9,68.3563,19.0477,15,3.7,0,0,0,0,0,0,0,0,12.6,6.3,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,1.6,8.7,0,0,0,0,0,0,0,0,0,18.9,0,0,33.9,0,0,0,0,0,0,0,8.7
Mazei,Russia,Penza-37,p-7-1,52.8269,46.3535,15,4.2,0,0,0,0,0,0.1,0.5,0,55.6,0,0,0,0.9,0,0,0,0,8.1,0,0,0,0,0,0,0.1,32.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
Turner,England,Thornton Moor,ThM188,54.0964,-2.175,15,3.8,0,0,0,0,0,0,0,0,8.2,1.3,0,0,0,0,6.9,0,0,6.9,0,0,0,0,1.9,0,8.8,0,1.3,0,0.6,0,0,1.3,0,0,0.6,6.9,0,0,46.5,0,0,0,0,0,0,0,8.8
Warner,Finland,Lakkasuo,BF-41 (LK),61.7833,24.2943,15,4.3,0,0,0,0,0,0,0,0,10.7,0,0,0,1.7,0,35.5,0,0,21.5,0,0,0,0,0,0,16.5,2.5,0.8,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0
Charman,Faroe Is.,Masaklettar,FO 13,62.1665,-6.9,15,NA,0,0,0,0,0,0,0.6,0.6,25.8,0,0,0,0,0,13.8,0,0,2.5,0,0,0,0,1.3,0,13.2,0.6,1.3,3.8,16.4,0,0,0,0,0,0,16.4,0,0,3.8,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO32,57.4487,-3.6346,15,4.4,0,0,0,0,0,0,0,0,42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7,0,0,0,5.2,0,0,0,0,0,0,0.9,0,0,12.2,0,0,0,3.5,0,0,0,0
Payne,Scotland,Moss of Achnacree,MAC29,56.4517,-5.393,15,5.4,0,0,0,0,0,0,0,0,33.3,1,0,0,1,0,0,0,0,3.1,0,0,0,0,0,0,7.3,0,11.5,0,0,0,0,0,0,0,0,4.2,0,0,33.3,0,0,0,3.1,0,0,0,2.1
Charman,Denmark,Lille Vildmose,DK 1,56.8526,10.1735,15,NA,0,0,1.4,0,0,0,0,0,12.8,0.7,0,0,0,0,10.1,0.7,0,15.5,0,0,0,0,0.7,0,28.4,2,0,0.7,0,0,0,0,0,0,0,7.4,0,0,18.9,0,0,0,0,0,0,0,0.7
Payne,Scotland,Moidach More,MOMO61,57.4487,-3.6346,15,4.7,0,0,0,0,0,0,0,0,24.4,0,0,2.3,0,0,0,0,0,1.2,0,0,0,0,0,0,23.3,0,0,8.1,19.8,5.8,0,0,0,0,0,8.1,0,0,7,0,0,0,0,0,0,0,0
Mallon,Sweden,South,S3_3,57.1747,12.6342,15,3.8,0,0,0,0,0,0,1.8,0.6,23,7.9,0,0,0,0,3,0,0,0.6,0,0,0,0,0,0,6.1,4.8,0,0,3,22.4,0,0,0,1.2,0,3,1.8,0,19.4,0,0,0,0,0,0,0,0
Charman,Ireland,Ballyduff Bog,IR 2,53.0807,-7.9925,15,4.1,0,0,0,0,0,0,0,0,15.4,6,0,0,0,0,7.4,0.7,0,6.7,0,0,0,0,8.7,0,13.4,1.3,0.7,2.7,10.7,1.3,0,0,0,0,9.4,14.1,0,0,0.7,0,0,0,0,0,0,0,0.7
Lamentowicz,Poland,G?zwa,GAZ13,53.8732,21.2232,15,NA,0,4.3,5.1,0,0,0,2.9,0,2.2,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6,0,0,0,0,0,0.7,0,0,0,0,13.8,0,0,44.9,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Zamarte,Z02,53.5915,17.967,15,5.1,0,2.2,0,0,0,1.1,0,0,27.6,1.7,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,11,0.6,0,0,0,47,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0
Swindles,N. Ireland,Dead Island,DI2,54.8875,-6.5475,15,3.4,0,0,1.7,0,0,0,10.7,0,9,1.7,0,0,0,0,0.6,0,0,5.6,0,0,0,0,1.1,0,2.3,0,4,1.7,7.3,0,0,0,0,0,3.4,21.4,0,0,14.7,0,0,0,0,0,0,0,10.1
Charman,Ireland,Ballyduff Bog,IR 14,53.0807,-7.9925,15,4.2,0,0,0,0,0,0,0,0,11.7,9.7,0,0,0,0,0.7,1.4,0,2.1,0,0,0,0,9,0,15.9,0.7,0,0,22.1,17.9,0,0,0,0,3.4,4.1,0,0,0,0,0,0,0,0,0,0,1.4
Mazei,Russia,Penza-32,p-5-3,52.7218,45.8334,15,4.6,0,0.3,0,0,0,0,0,0,18,13.8,0,2.6,2.6,0,0,0,0,0,0,0,0,0,0,0,32.4,0.5,8.4,0,0,0,9.2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0.1
Mallon,Sweden,South,S3_2,57.1747,12.6342,15,3.7,0,0,0,0,0,0,2.4,0,4.9,12.2,0,0,0,0,2.4,2.4,0,0,0,0,0,0,0,0,12.2,4.9,2.4,0,0,31.7,0,0,0,4.9,0,0,0,0,12.2,0,0,0,0,0,0,0,2.4
Mallon,Sweden,South,S11_7,57.1139,12.7811,15,4.3,0,0,0,0,0,0,0.5,0,18.6,0,0,0.5,0,0,4.9,2,2.5,0,0,0,0,0,0.5,0,6.4,2,0,0,4.4,27.5,18.6,0,0,0,0,2.9,2,0,5.4,0.5,0,0,0,0,0,0,0
Mazei,Russia,Penza-14,p-2-1,52.9575,45.5382,15,4.3,0,46.7,0,0,0,0,1,0,19.9,0,0,9.6,0,0,0,0,0,3.6,0,0,0,0,0,0,0.1,4.4,0,0,0,0,0,0,0,10.2,0,0,0,0,4.4,0,0,0,0,0,0,0,0
Turner,England,Thornton Moor,ThM197,54.0964,-2.175,15,4.4,0,4.8,10.9,0,0,0,0,0,0.6,0,0,4.8,0,0,0,0,1.2,3,0,0,0,0,3,0,11.5,0,0,0.6,8.5,0,0,0,0,0,0,6.7,0,0,36.4,0,0,0,0,0,0,0,7.9
Charman,Germany,Bissendorfer Moor,DM 15,52.5037,9.6811,15,NA,0,0,14.8,0,0,0,0,0,11,0,0.6,0,0.6,0,7.1,0,0,10.3,0,0,0,0,3.2,0,18.1,5.2,0,0,1.3,0,0,4.5,0,0,0,7.1,0,0,3.2,0,0,0,0,0,0,0,12.9
Mallon,Sweden,North,N5_3,59.8728,12.3053,15,3.6,0,0,0,0,0,0,10.2,0,7.6,1.9,0,0,0,0,0.6,23.6,0,0.6,0,0,0,0,0,0.6,3.2,5.1,0,0,2.5,19.7,0,0,0,0,0,19.7,0,0,3.8,0.6,0,0,0,0,0,0,0
Bobrov,Russia,Katin Moch,KATIN_1,56.4666,33.05,15,3.8,0,0.3,0,0,0,0,11.9,0,2.6,1,0,0,0,0.3,1,0,0.7,1.7,0,0,0,0,0,0,11.6,0.3,1.3,0,0,30.1,3,0,0,0,0,25.8,0,0,7.3,0,0,0,0,0,0,0,0
Swindles/Turner,Sweden,Marooned,M6,67.9566,19.9865,15,3.9,0,7,0,0,0,0,10.5,0,4.4,0,0,0.9,4.4,0,4.4,0,8.8,1.8,0,0,0,0,0,0,0.9,4.4,4.4,0,0,13.2,6.1,0,0,0,0,4.4,0,0,18.4,0,0,0,0,0,1.8,0,1.8
Lamentowicz,Poland,Olszowy,OLSZ,53.2126,16.7275,15,3.8,0,0,0,0,0,0,8.6,0,7.6,0.5,1.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,13,0,0.5,0,0,20,18.4,0,0,0,0,13.5,0,0,16.2,0,0,0,0,0,0,0,0
Turner,England,Swarth Moor,SM114,54.1214,-2.2975,15,5.3,0,0.7,0,0,0,0,0,6.6,5.9,0,0,4.6,3.9,0,0,0,0,3.3,0,0,0,0,0,2,9.9,3.3,8.6,2,15.8,0,0,0,0,0,0,4.6,0,0,27,0,0,0,0,0,0,1.3,0.7
Lamentowicz,Poland,G?zwa,GAZ14,53.8732,21.2232,15,NA,0,0.6,1.8,0,0,0,9.1,0,2.4,3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,23.6,25.5,0,0,0,0,4.8,0,0,27.3,0,0,0,0,0,0,0,0
Warner,Finland,Suurisuo,BF-23 (SS),60.9833,24.6666,15,5.3,0,6.7,4.5,0,0,0,0,0,28.1,5.6,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,10.1,0,3.4,0,0,0,3.4,0,0,2.2,0,0,10.1,0,0,0,0,0,1.1,0,0
Lamentowicz,Poland,Chlebowo,CHL16,52.7364,16.7569,15,3.5,0,1,0,0,0,0,0.5,0,3,3,0,0,0,0,1.5,0,0,52,0,0,0,0,0,0,0.5,0,8.4,0,0,20.3,5.9,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
Mazei,Russia,Penza-12,p-1-4,52.9325,46.5031,15,3.8,0,7.9,0,0,0,0,16.7,0,6.7,0.6,0.6,0,1.1,4.5,0.2,0,0,0.2,0,0,0,0,0,0,0,0,2.3,0,0,35.1,21.7,0,0,0.9,0,0.6,0,0,0,0,0,0,0,0,0,0,1
Payne,Scotland,Moidach More,MOMO85,57.4487,-3.6346,15,5,0,1.2,0,0,0,0,29.3,0,5.4,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,4.2,24.6,0,0,0,0,0,0,0,0,21.6,0,0,0,0,0,0,0,0
Mazei,Russia,Penza-7,p-8-4,53.3319,46.819,15,4.1,0,0.5,0,0,0,0,0,0,14.4,2,0.2,0.1,0,0,0,0,0,0.6,0,0,0,0,0.1,0,6.4,0.3,55.4,0,0,8.7,0,0,0,0,0,0,0,0,1.9,0,0,9.4,0,0,0,0,0
Mallon,Sweden,North,N3_15,59.8542,12.3031,15,4.1,0.5,0,0,0,0,0,32.7,0,5.9,2,0,0,0,0,0.5,5.9,0,0,0,0,0,0,0,0,2.5,0,1,0,0.5,36.1,1.5,0,0,0,0,10.4,0,0,0,0.5,0,0,0,0,0,0,0
Mazei,Russia,Penza-8,p-8-5,53.3319,46.819,15,4.1,0,0.3,0,0.1,0.3,0,0,0,16.4,7.3,0.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,2.7,0.5,13.6,0,0,11.8,29.6,0,0,0,0,0,0,0,4.5,0,0,12.5,0,0,0,0,0
Lamentowicz,Poland,Linje,LIN29,53.1875,18.3096,15,NA,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,40.5,0,0,5.7,48.1,0,0,0,0,0,0,0,1.9,0,0,0.6,0,0,0,0,0
Mazei,Russia,Penza-36,p-6-4,53.362,46.5856,15,3.6,0,2.6,0,0,0,0,0.1,0,26.1,9.4,0.4,0,0,0,5.2,0,0.8,4.6,0,0,0,0,0,0,5.4,3.2,0,0,0,0.1,0,0,0,4.1,0,1.2,0,0,7.4,0,0,29.4,0,0,0,0,0
Mallon,Sweden,North,N2_2,59.9239,12.2728,15,4.2,0,0,0,0,0,0,38.4,0,4,0.5,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0.5,0,0,0,8.6,32.3,2,0,0,0,0,5.6,0,0,3,1.5,0,0,0,0,0,0,0
Mazei,Russia,Karelia-35,k-3-6,66.5225,32.9491,15,3.9,0,1.1,0,0,0,1.3,19,0,1.2,1,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.7,0,13.4,0,0,19.1,35.9,0,0,2.9,0,0,0,0,4,0,0,0,0,0,0,0,0
Swindles/Turner,Sweden,Stordalen,S10,68.3563,19.0477,15,3.2,0,0.8,0,0,0,0,42.9,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,21,0,0,0,0,8.4,0,0,22.7,0,0,0,0,0,0,0,0
Warner,Finland,Lakkasuo,BF-59 (LK),61.7833,24.2943,15,4.1,0,0.4,0,0,1.9,0,21.2,0,4.2,1.5,0,0.4,0,0,1.5,0,0,21.9,0,0,0,0.4,0,0,7.7,0,1.5,0,0.8,13.8,8.8,0,0,2.3,0,8.5,0,0,2.7,0,0,0,0,0,0,0,0.4
Mallon,Sweden,North,N5_10,59.8728,12.3053,15,4.1,1.6,2.6,0,0,0,0,25.9,0,6.2,0.5,0,0,0,0,0.5,12.4,0,5.2,0,0,0,0,0.5,2.1,0.5,0,0.5,0,1,28.5,2.1,0,0,0,0,5.2,1.6,0,3.1,0,0,0,0,0,0,0,0
Swindles,N. Ireland,Slieveanorra,SL11,55.0728,-6.2108,15,4,0,0,0,0,0,0,41.6,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,51.1,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Linje,LIN27,53.1875,18.3096,15,NA,0,0,14.7,0,0,0,34.6,0,4.5,0.6,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0.6,3.8,1.3,0,0,0,23.1,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0
Charman,England,Butterburn Flow,GB 9,55.0759,-2.5124,15,4.2,3.3,0,0,0,0,0,46.4,0,3.3,4,0,0,0,0,0,0,0,0,0,0,0,2,6,0,5.3,0,3.3,0,11.3,11.9,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0
Payne,Scotland,Moss of Achnacree,MAC31,56.4517,-5.393,15.5,5.4,0,0,0,0,0,0,0,0,32.8,1.5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,28.4,0,1.5,0,0,0,0,0,0,0,0,0,0,0,28.4,0,0,0,1.5,0,0,0,0
Payne,Scotland,Moss of Achnacree,MAC3,56.4517,-5.393,15.5,4.5,0,0,0,0,0,0,0,0,17.8,1,1,0,16.8,0,0,0,0,5.9,0,0,0,0,20.8,0,9.9,0,1,1,0,0,0,1,0,0,0,6.9,0,2,13.9,0,0,0,0,0,0,0,1
Lamentowicz,Poland,Linje,LIN10,53.1875,18.3096,15.5,NA,0,20.5,14.6,0.5,0,0,0,0,27.6,0,0,0.5,0.5,0,4.3,0,0,2.2,0,0,0,0,0,0,4.9,9.7,0,0,0,0,0,0,0,3.2,0,0,0,0,11.4,0,0,0,0,0,0,0,0
Bobrov,Russia,Goltovsky Moch,GOLT_2,56.4666,33.05,16,4.3,0,0.9,0,0,0,0,0,0,3.8,3.5,0,0,0,0,5.7,0,63.8,0,0,0,0.6,0,0,0,6,2.2,0.6,0,0,0,1.9,0,0,0,0,4.4,0,0,4.4,0,0,0,0.6,0,0,0,1.3
Charman,Denmark,Lille Vildmose,DK 10,56.8526,10.1735,16,NA,0,0.7,0,0,0,0,0,0,15.2,6.6,4.6,0,0,0,0,0.7,0,0.7,0,0,0,0,0.7,0,9.3,0,0,0,13.9,0.7,0,0,0,0,0,2.6,0,0,43,0,0,0,0,0,0,0,1.3
Payne,Scotland,Moidach More,MOMO48,57.4487,-3.6346,16,4.3,0,0,0,0,0,0,0,0,16.6,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0.6,0,0,0,0,0,0,0,0,50.3,0,0,0,3.7,0,0.6,0,0
Turner,England,Thornton Moor,ThM185,54.0964,-2.175,16,4.2,0,0,0,0,0,0,0,0,6.9,0.6,0,0,0.6,0,8.8,0,1.9,15.6,0,0,0,0,0,0,17.5,1.3,0,1.9,0.6,0,0,0.6,0,1.3,0.6,5.6,0,0,31.3,0,0,0,0,0,0,0,1.3
Swindles,N. Ireland,Moninea,MO7,54.1417,-7.5425,16,3.8,0,0,0,0,0,0,0,0,20.5,0,3.2,0,0,0,0.5,0,0,15.7,0,0,0,0,0,0,3.2,0.5,0,2.2,6.5,0,0,0,0,0,37.3,0,0,0,4.3,0,0,0,0,0,0,0,5.9
Payne,Scotland,Moidach More,MOMO44,57.4487,-3.6346,16,4.3,0,2.3,0,0,0,0,0,0,27.7,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,2.3,7.7,8.5,0,0,0,0,0,0,0,0,25.4,0,0,0,5.4,0,0,0,0
Charman,Ireland,Ballyduff Bog,IR 13,53.0807,-7.9925,16,4.3,0,0,0,0,0,0,0,0,1.9,1.3,0,0,0,0,2.5,14.4,0,10,0,0,0,0,2.5,0,5.6,0,0,0,13.8,0,0,0,0,0,0.6,41.9,0,0,2.5,0,0,0,0,0,0,0,3.1
Warner,Finland,Lakkasuo,BF-50 (LK),61.7833,24.2943,16,3.8,0,4.2,0,0,0,0,0,0,3.1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3.1,0,4.2,0,3.1,0,0,0,1,0,0,53.1,0,0,16.7,0,0,4.2,0,0,0,0,3.1
Swindles,N. Ireland,Slieveanorra,SL10,55.0728,-6.2108,16,4,0,0,0,0,0,0,0,0,23.5,0,0,0,0,0,3.7,0,0,3.1,0,0,0,0,0,0,14.2,6.8,0,0,0.6,40.1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Swindles/Turner,Sweden,Eagle,E4,68.3657,19.5831,16,5.2,0,0,0,0,0,0,9.7,0,5.3,1.8,0,0,0,0,15,0,0,1.8,0,0,0,0,0,0,16.8,19.5,0.9,0,0,2.7,4.4,0,0,2.7,0,8.8,0,0,10.6,0,0,0,0,0,0,0,0
Swindles,N. Ireland,Dead Island,DI10,54.8875,-6.5475,16,3.3,0,0,0.6,0,0,0,3,0,13.7,3,0,0,0,0,0.6,0.6,0,1.8,0,0,0,0,4.8,0,3,1.2,2.4,3.6,18.6,29.9,0,0,0,0,8.4,1.2,0,0,0,0,0,0,0,0,0,0,3.6
